objID,modelMag_u,modelMag_g,modelMag_r,RA,DEC,type
1237671939804562565,22.70148,22.29509,21.64584,258.206385675976,63.9914955345518,3
1237671939804562518,26.27673,22.64124,22.32258,258.129822050199,64.0976554785046,3
1237671939804562444,21.73761,19.96164,19.14851,258.07983439952,64.1061669247398,3
1237671939804561539,24.63465,23.19326,22.42421,258.130263927108,64.0693731390179,6
1237671939804561535,21.62093,21.26374,21.4302,258.206815781468,64.0744598050211,3
1237651311070020098,23.7391,23.99889,21.94768,258.366395529259,64.0054992999748,6
1237651311070019648,24.28556,22.07153,20.81362,258.328348231629,64.050550317397,6
1237651311070019644,22.33886,19.8758,18.78662,258.366348233028,64.0386643941151,3
1237651311070019636,23.9976,19.49895,18.05428,258.328098019233,64.040752618343,6
1237651311070019631,18.27873,16.14902,15.18579,258.32935325846,64.0768605884149,3
1237651297648312366,23.37666,22.39793,21.60971,258.206373337846,63.9914727948542,3
1237651297648247828,24.17545,21.77981,20.68277,258.205906576285,64.0192848128994,3
1237651297648247602,22.12714,19.97642,19.13089,258.079896100816,64.1061830301403,3
1237651297648246960,25.22899,21.47283,20.62593,258.079678655223,64.0522232545198,6
1237651297648246944,25.43932,20.01683,19.26069,258.207316739855,64.059482206343,3
1237651297648246924,22.87834,20.51361,19.01383,258.079325009782,64.045642593662,6
1237651297648246935,23.68773,22.59783,19.67499,258.1531827449,64.046241383153,6
1237651297648247136,20.08243,18.14231,17.25242,258.033506764653,64.0973924368143,3
1237651297648247137,23.83183,23.5547,21.02796,258.03441896201,64.0957803280913,3
1237651297648247174,21.32752,19.70196,19.02241,258.152439942426,64.0967042332207,6
1237651297648247642,24.34572,22.62192,21.54042,258.152270500489,64.1021152337657,6
1237651297648247654,24.07897,21.91534,21.36682,258.033575027698,64.081582532812,3
1237651297648247678,22.71395,21.72382,20.97936,258.034117986049,64.0752591435992,3
1237651297648247699,21.83708,20.77052,20.45799,258.034134463442,64.0635182492348,3
1237651297648247764,24.41192,24.93587,22.29122,258.033722093831,64.0273756729111,6
1237671939804561493,24.23741,21.17088,19.69022,258.153176151464,64.046270097735,6
1237671939804561897,19.9445,18.11538,17.24741,258.033474288674,64.0973831285266,3
1237671939804561898,23.57308,22.16645,21.71999,258.034249570726,64.0957924687378,6
1237671939804561972,21.27644,19.69155,19.04552,258.152394206478,64.0966817274444,6
1237671939804562372,22.3679,20.8356,20.36666,258.034090386867,64.0635526895387,3
1237671939804562385,22.81371,21.7046,20.96657,258.034083800137,64.0752866418947,3
1237671939804562386,23.62669,21.64089,21.06423,258.033633706469,64.0815486008365,3
1237671939804562508,22.6234,21.99352,21.49658,258.15345781334,64.0157401056273,3
1237671939804562548,24.32828,22.90164,21.50949,258.152289981047,64.1021779478149,6
1237671939804562849,25.84992,22.92823,22.1569,258.153026885429,64.0323166837297,3
1237671939804562958,23.38531,23.5128,22.91388,258.033689705941,64.027407988916,6
1237651311070019767,24.20229,22.69673,21.46132,258.380372983691,64.0122275141304,6
1237671939804561485,20.88361,18.52987,17.63463,258.15021712699,64.0855373538635,3
1237671939804561634,24.63619,22.62391,22.21373,258.22188868617,64.1029720543971,3
1237671939804562077,21.41927,19.97426,19.13306,258.092212789015,64.0136423219397,3
1237671939804562158,24.25352,24.86199,23.53301,258.222639558025,64.0124139730345,3
1237671939804562160,22.26946,24.75186,25.66597,258.223418740402,64.0131906858097,6
1237671939804562368,25.39083,22.5398,21.1785,258.020119314962,64.0933342344295,6
1237671939804562502,23.5175,20.91019,20.07496,258.149012563395,64.0234853848522,3
1237671939804562503,25.81261,21.20354,20.52704,258.149152186838,64.0211838369531,3
1237671939804562504,24.31528,23.70021,22.83036,258.150200780264,64.0198197588813,6
1237671939804627279,19.62584,17.66483,16.78377,258.303782053749,64.0287810869926,3
1237671939804627316,22.86639,22.34402,21.38773,258.323448895209,64.0786670900119,3
1237671939804627322,23.60599,22.55947,22.0753,258.323580307304,64.069590357878,3
1237671939804627832,22.97839,22.9996,21.33256,258.285227591414,64.0694615624409,3
1237671939804628297,26.21852,23.27571,21.74551,258.285329664848,64.0871905977571,6
1237671939804628315,22.73231,22.64471,21.58246,258.346054914404,64.0422116251859,3
1237671939804627796,24.60077,21.66403,20.84439,258.284388401409,64.0116427012833,3
1237671939804627791,24.93824,21.90361,20.37194,258.285313058483,63.9999381639376,3
1237671939804627622,20.77514,19.52296,18.70605,258.346658989303,64.0990346586168,3
1237671939804627381,24.4901,22.61747,21.16459,258.380419460115,64.0122512279837,6
1237671939804627349,21.17975,19.05083,18.14328,258.346150833647,64.0335161894374,3
1237671939804627259,21.83516,19.14232,17.71337,258.3023613332,63.9967036178294,6
1237671939804627026,24.4189,25.47164,24.50599,258.285943216668,64.0536434230108,6
1237671939804626998,23.09475,21.46779,21.1787,258.285600340694,64.0600634724724,3
1237671939804626994,24.56668,24.26863,24.55031,258.381122381419,64.0400282962247,6
1237671939804626990,23.36048,21.76909,21.44477,258.346992510302,64.0452693628067,3
1237671939804626989,25.14502,22.05292,21.26793,258.346961755695,64.046434786415,3
1237671939804563004,24.40002,24.57287,24.59797,258.019299950226,64.0283019285743,3
1237671939804562339,22.56796,22.79848,22.44748,258.020669769708,64.0247881400094,3
1237671939804562023,24.76045,25.01328,24.48117,258.222715011824,64.0920028614177,6
1237671939804561989,22.01943,19.63042,18.8369,258.223176150776,64.0199374867843,3
1237671939804561973,22.11217,20.15945,19.43453,258.15011696141,64.0991273243705,3
1237651311070020512,26.17681,22.72464,21.35608,258.285237796465,64.0695031835917,6
1237651311070020498,23.05943,23.2275,22.17042,258.285327878641,64.0871163889584,6
1237651311070020212,26.45099,22.58646,21.66428,258.380837943044,64.0624615237388,3
1237651311070020138,21.13372,19.55483,18.81177,258.34666279761,64.0990456588448,3
1237651311070019872,20.99128,19.0488,18.13954,258.346189067521,64.0335103715541,3
1237651311070019671,24.34867,22.35345,21.57862,258.323579951839,64.0695433040688,3
1237651311070019665,25.39984,24.50107,22.18781,258.381110799686,64.0400676360761,6
1237651311070019657,23.07256,22.19514,21.21391,258.346894902279,64.0464087285774,3
1237651311070019655,23.02925,21.68549,21.0244,258.346969991568,64.0453270940951,3
1237651311069955003,22.463,22.92304,22.13949,258.267010590758,64.0961493890933,6
1237651297648312919,23.44755,21.97691,20.47399,258.285406295025,63.9999442725781,3
1237651297648312894,24.01042,21.74575,21.45675,258.284419058365,64.0116315342857,3
1237651297648312540,21.54897,19.13479,17.723,258.302407975288,63.9967150616343,6
1237651297648312496,19.58934,17.63361,16.75805,258.303813140843,64.0287758872701,3
1237651297648247919,24.14826,23.23381,21.35988,258.285168282115,64.069503366828,6
1237651297648247801,23.75612,21.20553,20.57205,258.149187874759,64.0212192669729,3
1237651297648247800,22.39599,20.88345,19.95404,258.149141672472,64.0235007480376,3
1237651297648247786,21.96709,20.96856,20.61712,258.285008941829,64.0453485333894,3
1237651297648247720,24.96659,22.58678,21.89032,258.222416726172,64.0862813075801,6
1237651297648247617,25.78683,22.50122,21.15539,258.020219757245,64.0933251501741,6
1237651297648247486,21.3405,20.02803,19.1843,258.092266474385,64.0136429992362,3
1237651297648247479,21.80885,20.13198,19.71892,258.285637845855,64.0602042048996,3
1237651297648247388,22.44374,19.99923,19.1795,258.223305771975,64.0199669430444,3
1237651297648247175,21.33789,20.13261,19.2851,258.150148365042,64.0991329171054,3
1237651297648246923,20.767,18.6075,17.6787,258.150240159647,64.0855538886475,3
1237671939804627824,25.12544,22.57054,21.50068,258.267212549729,64.0961479515959,3
1237671939804627822,22.06679,20.78037,20.46486,258.285035186293,64.0453290857774,3
1237671939804627282,23.64749,25.1001,23.71576,258.303529464071,64.0251954696659,3
1237671939804628441,22.84094,19.64922,19.85921,258.346668674306,64.0628944811488,3
1237671939804627954,22.47554,22.69789,21.99693,258.380882262998,64.0623969456664,3
1237671939804562634,25.20303,22.63993,21.83879,258.222372917238,64.0863513605902,3
1237671939804627886,24.89915,22.7629,22.40534,258.347057967882,64.0394231682314,3
1237651297648246921,19.73028,17.59002,16.67067,258.13367517859,64.0385589162655,3
1237651297648246997,16.65774,14.90129,14.23537,258.251413458305,64.039426263214,6
1237651297648247007,24.5421,22.69996,21.48562,258.250770655988,64.051399743886,6
1237651297648247187,25.16012,21.1497,19.77101,258.047092909735,64.0719397545981,3
1237651297648247290,23.198,21.23049,19.83533,258.133833704613,64.0181857931406,6
1237651297648247596,24.12962,21.55951,21.45559,258.047738972859,64.1078381597517,3
1237651297648247676,24.92524,21.89644,21.20597,258.134420122703,64.0904975241928,3
1237651297648247761,22.36614,21.4591,20.96968,258.047665169909,64.0246371977228,6
1237651297648247793,22.77718,22.67693,21.87974,258.133727768611,64.0215344224974,6
1237651297648247822,22.09102,21.10784,20.86699,258.194792569132,64.0190915699173,6
1237651297648247887,22.38182,23.09698,21.06936,258.046378567769,64.0981456401904,3
1237651297648247939,24.98644,24.50844,21.60229,258.046935271169,64.007215649143,3
1237651297648312864,25.27183,24.49153,21.7224,258.250817647673,64.0185146564855,3
1237651297648312907,22.80031,21.98763,21.42882,258.193615641917,63.9929392230352,3
1237671939804561483,19.54234,17.63774,16.64294,258.133634652656,64.0385560165344,3
1237671939804561639,16.63657,14.89469,14.24193,258.251378600164,64.0393962405852,6
1237671939804561654,23.33982,22.3194,21.41105,258.250803912329,64.0514446092202,3
1237671939804561665,25.34211,24.72885,22.61014,258.250210656006,64.0452522230519,6
1237671939804561892,24.0986,20.1825,19.63042,258.047339015807,64.0719923571304,3
1237671939804561929,25.34842,23.33956,22.7331,258.134165026107,63.9979447311103,6
1237671939804561935,23.70206,21.20872,19.82669,258.133776755932,64.0181680770022,6
1237671939804562154,21.92853,21.07707,20.71677,258.19466887909,64.019067929781,6
1237671939804562358,22.54747,21.42959,21.0318,258.047612431436,64.024655107611,6
1237671939804562483,24.92206,22.507,21.7131,258.133563016723,64.0214779342882,3
1237671939804562547,22.82694,22.29992,21.559,258.193591368049,63.9929547959515,3
1237671939804562782,26.17271,22.75609,21.31332,258.046993700501,64.007258531272,3
1237671939804562388,23.94058,22.26511,21.65991,258.04772692103,64.050156546376,3
1237671939804562810,24.40411,23.5133,22.1201,258.046221194633,64.0980525045837,6
1237671939804562646,24.41804,22.85107,21.56057,258.250565481165,64.0185180148696,3
1237671939804562630,23.5156,23.94747,24.51623,258.251032305496,64.0034193691281,6
1237671939804562519,22.46348,21.87496,21.26852,258.134366851085,64.0904970005139,3
1237671939804562418,23.09692,21.48907,21.323,258.047740354399,64.1078182200093,3
1237651297648247043,22.74874,20.31875,18.85525,258.277552562123,64.0291595835753,6
1237671939804561478,19.85384,17.83365,16.8333,258.117679655239,64.0311021462368,3
1237671939804561530,25.01977,22.98697,21.93208,258.06106659345,64.0449193241844,6
1237671939804561653,23.40418,21.8134,20.62508,258.24691003555,64.0439579711699,3
1237671939804628280,24.76326,24.00959,22.68384,258.247675131232,64.0990624744502,6
1237671939804628291,24.2872,24.13799,22.38822,258.295769853436,64.0398407305838,6
1237671939804627793,22.60557,22.06233,21.42218,258.248175364377,64.1021394043378,3
1237671939804627358,20.7718,19.03781,18.38012,258.367164284097,64.0094534974107,6
1237671939804627342,24.43316,24.84014,23.00328,258.31854879026,64.0804503312227,6
1237671939804627335,25.27928,25.51437,23.09244,258.318444204228,64.0682640338575,3
1237671939804627331,23.40943,23.12843,23.00698,258.318082568346,64.0819808038703,6
1237671939804627327,23.88839,24.59517,23.357,258.317838421671,64.0783538346744,3
1237671939804627073,23.16494,20.28629,18.85362,258.277465653084,64.0291287637657,6
1237671939804562959,24.8802,25.52239,23.17145,258.060577087901,63.9930207336335,6
1237671939804562886,26.23646,25.72153,22.47166,258.193187299302,64.1081626065889,3
1237671939804562844,27.63492,22.30247,21.36446,258.117110990211,64.0900976602242,3
1237671939804562554,25.51435,22.67532,22.37969,258.192129293162,64.0086775698699,3
1237671939804561911,20.56711,18.73696,17.87719,258.117023255021,64.0035111407766,3
1237651311070020656,27.10394,20.39746,20.65065,258.295058335013,64.0845413140787,3
1237651311070020269,22.68135,21.6423,20.81808,258.317799476899,64.0249954732381,3
1237651311070020262,25.17724,22.39978,21.52067,258.367589669894,64.0352508635751,3
1237651311070020261,22.62421,21.41512,20.33701,258.368404422342,64.0345737267931,3
1237651311070020241,24.8617,24.51251,21.4579,258.316831407645,64.0366826881811,3
1237651311070020240,23.81992,22.47962,20.77385,258.316767150512,64.0385139969439,6
1237651311070020187,22.59273,21.09722,20.22144,258.368741230683,64.0753531012172,3
1237651311070020155,22.38807,20.7732,19.44762,258.278526294015,64.0796646572595,6
1237651311070019819,24.24641,22.25054,21.48433,258.277110062966,64.0885319274671,3
1237651311070019765,20.86896,19.04044,18.39231,258.36718782214,64.009463115183,6
1237651297648312874,25.17668,21.82352,20.59156,258.317825379087,64.0249912027329,3
1237651297648247688,21.99226,22.01521,20.99602,258.248048896679,64.1021837220621,3
1237651297648247399,24.27266,20.7402,19.37579,258.278485081361,64.0796753577364,6
1237651297648247005,22.94695,21.31241,20.3945,258.246922452588,64.0440091873184,3
1237651297648246978,24.77579,24.66293,22.00997,258.061181816384,64.0448843235454,6
1237651297648246940,20.54315,19.47378,24.85936,258.193287870619,64.0755737848381,6
1237651297648246916,19.83246,17.75204,16.79027,258.117722468216,64.0311071189913,3
1237671939804628539,22.41743,23.03985,22.59624,258.295144375536,64.0844818298513,3
1237671939804627957,26.73804,21.67071,21.13742,258.367948506086,64.1012254327583,3
1237671939804627947,23.95668,21.20282,20.30922,258.368709895107,64.0753432509855,3
