,objID,modelMag_u,modelMag_g,modelMag_r,RA_x,DEC_x,type,bestObjID,RA_y,DEC_y,z,u_g,g_r
124,1.2376719398045627e+18,24.73358,22.548070000000003,21.90881,258.21380697442197,64.0591860036016,3.0,,,,,2.185509999999997,0.6392600000000037
125,1.2376719398045627e+18,23.3746,21.77658,20.98555,258.21442649247996,64.0569091375568,3.0,,,,,1.5980200000000018,0.7910299999999992
126,1.23765131107002e+18,22.86908,21.28252,20.44229,258.362919778016,64.0871230186471,3.0,,,,,1.5865599999999986,0.8402300000000018
128,1.237651297648247e+18,19.42905,16.94939,16.04286,258.080575388031,64.0356307746613,3.0,,,,,2.479659999999999,0.9065300000000001
129,1.237651297648247e+18,21.7784,19.33393,18.35131,258.081199830911,64.0784905239915,3.0,,,,,2.4444700000000026,0.9826199999999972
130,1.237651297648247e+18,23.27255,22.940260000000002,22.08851,258.24227558102797,64.045387765694,3.0,,,,,0.33228999999999687,0.8517500000000027
132,1.2376512976482473e+18,24.51636,22.14655,21.07351,258.081464183192,64.0057233267442,3.0,,,,,2.3698099999999975,1.0730400000000024
134,1.2376512976482478e+18,26.12238,21.101879999999998,19.97919,258.242763080383,64.0562930886237,3.0,,,,,5.020500000000002,1.1226899999999986
138,1.2376512976483128e+18,22.07611,21.892960000000002,20.44296,258.242551625709,64.0182721510821,3.0,,,,,0.1831499999999977,1.4500000000000028
139,1.2376513110700204e+18,22.81101,22.08537,21.42942,258.38816652552003,64.058848439611,3.0,,,,,0.7256399999999985,0.6559500000000007
141,1.2376719398045614e+18,18.7973,16.61937,15.65794,258.08053724608897,64.0356333943171,3.0,1.2376719398045614e+18,258.08067,64.035634,0.08268053,2.17793,0.96143
